source_id,name,prefecture,category,lat,lng,google_rating,google_star,google_review_count,google_name_matched,image_url,has_image,source
Q31511378,Amaga Take,三重縣,山,34.5577778,136.2197222,4.1,4.1,25,尼ヶ岳,,0,japan_with_rating
Q31511770,Arochi San,三重縣,山,34.2663889,136.4252778,,,0,NOT_FOUND,,0,japan_with_rating
Q31707180,Asama Yama,三重縣,山,34.3594000,136.4589000,,,0,NOT_FOUND,,0,japan_with_rating
Q31511580,Daimyōjin Yama,三重縣,山,34.5080556,136.4702778,,,0,NOT_FOUND,,0,japan_with_rating
Q31511630,Ematano Kashira,三重縣,山,34.3225000,136.1633333,,,0,NOT_FOUND,,0,japan_with_rating
Q31511759,Gyōja Yama,三重縣,山,34.3036111,136.3694444,,,0,NOT_FOUND,,0,japan_with_rating
Q31703876,Hase Yama,三重縣,山,34.7333333,136.4333333,3.9,3.9,24,長谷山,,0,japan_with_rating
Q31487189,Hiyori Yama,三重縣,山,34.0936111,136.2747222,,,0,NOT_FOUND,,0,japan_with_rating
Q31702795,Hossaka Yama,三重縣,山,34.5466667,136.4330556,4.5,4.5,40,堀坂山,,0,japan_with_rating
Q31511562,Kannon Dake,三重縣,山,34.5625000,136.4411111,4.4,4.4,21,観音岳,,0,japan_with_rating
Q31511792,Karasu Dake,三重縣,山,34.4606000,136.4193000,,,0,NOT_FOUND,,0,japan_with_rating
Q31700015,Kasatori Yama,三重縣,山,34.7350000,136.2966667,4.1,4.1,11,笠取山,,0,japan_with_rating
Q31511825,Kashi Yama,三重縣,山,34.1461111,136.1494444,,,0,NOT_FOUND,,0,japan_with_rating
Q31698943,Kogamaru Yama,三重縣,山,34.3094444,136.1938889,,,0,NOT_FOUND,,0,japan_with_rating
Q31511663,Komori Yama,三重縣,山,34.2675000,136.2005556,,,0,NOT_FOUND,,0,japan_with_rating
Q31511710,Kunimi Yama,三重縣,山,34.2802778,136.1480556,5,5,1,国見山,,0,japan_with_rating
Q31696817,Kyōga Mine,三重縣,山,34.7669444,136.3741667,,,0,NOT_FOUND,,0,japan_with_rating
Q31511615,Mayoi Dake,三重縣,山,34.3502778,136.2075000,,,0,NOT_FOUND,,0,japan_with_rating
Q31804195,Myōjōga Take,三重縣,山,34.8875000,136.3886111,,,0,NOT_FOUND,,0,japan_with_rating
Q31511431,Nonobori Yama,三重縣,山,34.9472222,136.4166667,,,0,NOT_FOUND,,0,japan_with_rating
Q113588993,Ounoura Bridge,三重縣,公路橋,34.4404428,136.8818668,3.8,3.8,44,麻生の浦大橋,http://commons.wikimedia.org/wiki/Special:FilePath/Ounoura%20bridge02.jpg,1,japan_with_rating
Q31511410,Rei Zan,三重縣,山,34.8172222,136.2608333,4,4,22,霊山 山頂遺跡,,0,japan_with_rating
Q31511726,Ryūtō Zan,三重縣,山,34.3341667,136.2969444,,,0,NOT_FOUND,,0,japan_with_rating
Q31511395,Saikyō Zan,三重縣,山,34.7777778,136.2558333,,,0,NOT_FOUND,,0,japan_with_rating
Q31511678,Senchiyoga Mine,三重縣,山,34.2461111,136.2175000,,,0,NOT_FOUND,,0,japan_with_rating
Q31511529,Shakujōga Take,三重縣,山,34.8227778,136.3591667,,,0,NOT_FOUND,,0,japan_with_rating
Q31511598,Shirai Zan,三重縣,山,34.5061111,136.4063889,,,0,NOT_FOUND,,0,japan_with_rating
Q31511545,Suribachi Yama,三重縣,山,34.7928000,136.3953000,4,4,2,摺鉢山,,0,japan_with_rating
Q31511512,Taka Mine,三重縣,山,34.6022222,136.3338889,,,0,NOT_FOUND,,0,japan_with_rating
Q31511645,Takahachi Yama,三重縣,山,34.4208000,136.2052000,5,5,1,高鉢山,,0,japan_with_rating
Q31487123,Takamaru Yama,三重縣,山,34.1163889,136.2052778,,,0,NOT_FOUND,,0,japan_with_rating
Q31511496,Takasuno Mine,三重縣,山,34.5075000,136.3480556,,,0,NOT_FOUND,,0,japan_with_rating
Q31511809,Tochi Yama,三重縣,山,34.1197222,136.1466667,,,0,NOT_FOUND,,0,japan_with_rating
Q31511779,Yaga Mine,三重縣,山,34.2708333,136.3422222,,,0,NOT_FOUND,,0,japan_with_rating
Q31685899,Yazu San,三重縣,山,34.5725000,136.3725000,,,0,NOT_FOUND,,0,japan_with_rating
Q31511694,Ōkōchi Yama,三重縣,山,34.2205000,136.1956000,,,0,NOT_FOUND,,0,japan_with_rating
Q31511743,Ōkōchi Yama,三重縣,山,34.2855556,136.4197222,,,0,NOT_FOUND,,0,japan_with_rating
Q17222158,オーストラリア記念館,三重縣,博物館,34.9852220,136.6486110,0,0,0,オーストラリア記念館跡地,http://commons.wikimedia.org/wiki/Special:FilePath/Japan%20World%20Exposition%20Australia%20Memorial.jpg,1,japan_with_rating
Q135284751,サイトウミュージアム,三重縣,美術館,34.5767000,136.5303400,4.7,4.7,18,サイトウミュージアム,,0,japan_with_rating
Q601002,ピレネー,三重縣,スチール・ローラー・コースター,34.3598320,136.8450000,4.6,4.6,85,ピレネー,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Villa%20Espa%C3%B1ola%20de%20Shima%2C%20Parque%20Espa%C3%B1a%20-%20La%20monta%C3%B1a%20rusa%20%22Los%20Pirineos%22.jpg,1,japan_with_rating
Q132459213,万葉の里公園,三重縣,万葉植物園,35.1524680,136.5258250,3.7,3.7,203,万葉の里公園,,0,japan_with_rating
Q11355210,三峰山,三重縣,山,34.4486110,136.2063890,4.5,4.5,103,三峰山,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%AB%98%E8%A6%8B%E5%B1%B1%E3%81%8B%E3%82%89%E8%A6%8B%E3%81%9F%E4%B8%89%E5%B3%B0%E5%B1%B1.jpg,1,japan_with_rating
Q31510489,三津河落山,三重縣,山,34.1933333,136.0941667,5,5,2,三津河落山,http://commons.wikimedia.org/wiki/Special:FilePath/Around%20Mount%20Odaigahara%20and%20Mount%20Sanzukouchi.jpg,1,japan_with_rating
Q47015845,三重县立熊野古道纪念中心,三重縣,遊客中心,34.0617500,136.2145833,4.5,4.5,8,三重県立態野古道センター 研究収蔵棟,http://commons.wikimedia.org/wiki/Special:FilePath/Kumano%20Kod%C5%8D%20Center%20and%20Mount%20Tengura.JPG,1,japan_with_rating
Q11357837,三重县立美术馆,三重縣,都道府县立博物馆,34.7348330,136.5018890,4,4,963,三重県立美術館,http://commons.wikimedia.org/wiki/Special:FilePath/140405%20Mie%20Prefectural%20Art%20Museum%20Tsu%20Japan02s3.jpg,1,japan_with_rating
Q11357775,三重県綜合博物館,三重縣,公共檔案館,34.7421530,136.5016730,4.1,4.1,1566,三重県総合博物館（MieMu）,http://commons.wikimedia.org/wiki/Special:FilePath/Miemu.in.2014.03.09.jpg,1,japan_with_rating
Q49657232,丸山島,三重縣,島嶼,34.1705556,136.3044444,0,0,0,丸山島,,0,japan_with_rating
Q104720738,亀山市歴史博物館,三重縣,歷史博物館,34.8589390,136.4474480,3.8,3.8,112,亀山市歴史博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Kameyama%20City%20Historical%20Museum%20ac%20%281%29.jpg,1,japan_with_rating
Q11371796,二見浦,三重縣,岸,34.5096280,136.7885360,4.4,4.4,12043,二見興玉神社,http://commons.wikimedia.org/wiki/Special:FilePath/Meotoiwa.jpg,1,japan_with_rating
Q96254639,五ヶ所浅間山,三重縣,鄉土富士,34.3597222,136.7036111,4.6,4.6,24,五ヶ所浅間山,http://commons.wikimedia.org/wiki/Special:FilePath/Gokasyo%20River%20and%20Mt.Gokasyo%20Asamayama%20ac%20%281%29.jpg,1,japan_with_rating
Q15616753,京路山,三重縣,山,34.3847500,136.7435280,4.8,4.8,4,京路山,http://commons.wikimedia.org/wiki/Special:FilePath/Gokasho%20Bay%20and%20Mount%20Kyoro.jpg,1,japan_with_rating
Q11321015,伊势湾岸道揖斐川桥,三重縣,橋,35.0330556,136.7280556,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Twinkle%20Kisogawa%20bridge02.jpg,1,japan_with_rating
Q11371781,伊勢夫婦岩體驗型水族館海洋樂園,三重縣,水族館,34.5072220,136.7919440,4.2,4.2,5386,伊勢シーパラダイス,http://commons.wikimedia.org/wiki/Special:FilePath/Futami%20Sea%20Paradise%2020100516.jpg,1,japan_with_rating
Q48750932,伊勢志摩峰會紀念館,三重縣,博物館,34.3086389,136.8184722,3.9,3.9,539,伊勢志摩サミット記念館 サミエール,http://commons.wikimedia.org/wiki/Special:FilePath/SumMiel%20entrance.jpg,1,japan_with_rating
Q28068255,伊勢河崎商人館,三重縣,历史房屋博物馆,34.4965830,136.7176110,4,4,286,伊勢河崎商人館,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BC%8A%E5%8B%A2%E6%B2%B3%E5%B4%8E%E5%95%86%E4%BA%BA%E9%A4%A8.jpg,1,japan_with_rating
Q17193123,伊勢現代美術館,三重縣,美術館,34.3404760,136.6930780,3.8,3.8,120,伊勢現代美術館,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BC%8A%E5%8B%A2%E7%8F%BE%E4%BB%A3%E7%BE%8E%E8%A1%93%E9%A4%A8%E5%A4%96%E8%A6%B3.jpg,1,japan_with_rating
Q130483428,伊勢辻山,三重縣,山,34.3878320,136.0716740,4,4,2,伊勢辻山,,0,japan_with_rating
Q11378931,伊勢－安土桃山文化村,三重縣,主題公園,34.4983140,136.7777030,3.6,3.6,2115,伊勢忍者キングダム,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BC%8A%E5%8B%A2%E3%81%AE%E5%AE%89%E5%9C%9F%E5%9F%8E%20ADUCHI%20CASTLE%20%2C%20ISE%20-%20panoramio.jpg,1,japan_with_rating
Q4306401,伊賀流忍者博物館,三重縣,軍事博物館,34.7717222,136.1291111,4.1,4.1,3165,伊賀流忍者博物館,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BC%8A%E8%B4%BA%E6%B5%81%E5%BF%8D%E8%80%85%E5%8D%9A%E7%89%A9%E9%A6%86%20-%20panoramio.jpg,1,japan_with_rating
Q49676571,佐波留島,三重縣,島嶼,34.0708333,136.2544444,4.4,4.4,5,佐波留島,,0,japan_with_rating
Q31487084,便石山,三重縣,山,34.0958333,136.1838889,4.4,4.4,24,便石山,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Binshi%20s2.jpg,1,japan_with_rating
Q31511870,保色山,三重縣,山,34.0033333,136.0955556,,,0,NOT_FOUND,,0,japan_with_rating
Q11387108,俱留尊山,三重縣,鄉土富士,34.5308333,136.1702778,4,4,91,倶留尊山,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%80%B6%E7%95%99%E5%B0%8A%E5%B1%B1.jpg,1,japan_with_rating
Q11389042,入道岳,三重縣,山,34.9738890,136.4338890,4.5,4.5,130,入道ヶ岳,http://commons.wikimedia.org/wiki/Special:FilePath/Nyuudougatake%20from%20kamagatake%202010%206%202.jpg,1,japan_with_rating
Q31487023,八鬼山,三重縣,山,34.0302500,136.2163900,4.6,4.6,12,八鬼山,,0,japan_with_rating
Q11392512,六華苑,三重縣,庭園,35.0709440,136.6924440,4.3,4.3,1424,六華苑,http://commons.wikimedia.org/wiki/Special:FilePath/Rokkaen%20ac%20%287%29.jpg,1,japan_with_rating
Q109339483,刀剣ワールド桑名・多度,三重縣,美術館,35.1272222,136.5936111,4.6,4.6,82,刀剣ワールド桑名・多度 別館（ホテル多度温泉／ゴルフ場）,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%88%80%E5%89%A3%E3%82%B3%E3%83%AC%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3%E6%A1%91%E5%90%8D%E3%83%BB%E5%A4%9A%E5%BA%A6.jpg,1,japan_with_rating
Q17229517,名花之里,三重縣,植物園,35.0811110,136.7035560,4.4,4.4,6605,なばなの里,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%81%AA%E3%81%B0%E3%81%AA%E3%81%AE%E9%87%8C%20%E4%B8%89%E9%87%8D%E7%9C%8C%E6%A1%91%E5%90%8D%E5%B8%82%E9%95%B7%E5%B3%B6%E7%94%BA%20%284038094192%29.jpg,1,japan_with_rating
Q24865208,四日市市立博物館,三重縣,博物館,34.9680000,136.6155556,4.1,4.1,284,四日市市立博物館・プラネタリウム,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Yokkaichi.jpg,1,japan_with_rating
Q31510738,国見山 (三重県名張市・津市・奈良県曽爾村),三重縣,山,34.5483333,136.1616667,,,0,NOT_FOUND,,0,japan_with_rating
Q6921722,国見山 (三重県松阪市・奈良県東吉野村),三重縣,山,34.3758333,136.0866667,3.9,3.9,14,国見山,,0,japan_with_rating
Q11420637,國營木曾三川公園,三重縣,國營公園,35.3741190,136.8220560,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Kiso%20Three%20Rivers%20and%20Kisosansen%20Park.jpg,1,japan_with_rating
Q130535,坂手島,三重縣,島嶼,34.4872222,136.8580556,4.6,4.6,21,坂手島,http://commons.wikimedia.org/wiki/Special:FilePath/Sakate%20Island.jpg,1,japan_with_rating
Q11427374,堀坂山,三重縣,山,34.5465810,136.4328140,4.5,4.5,40,堀坂山,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%A0%80%E5%9D%82%E5%B1%B1.JPG,1,japan_with_rating
Q11430684,多度山,三重縣,山,35.1445560,136.6256390,4.2,4.2,77,多度山,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Tado.jpg,1,japan_with_rating
Q84691185,多德島,三重縣,荒島,34.3003333,136.8154722,4,4,1,多徳島,,0,japan_with_rating
Q34795913,大エスキ島,三重縣,島嶼,34.1782000,136.3361300,0,0,0,大エスキ島,,0,japan_with_rating
Q11432512,大內山動物園,三重縣,動物園,34.2752780,136.3694440,4.4,4.4,749,大内山動物園,http://commons.wikimedia.org/wiki/Special:FilePath/Oouchiyama%20zoo001.JPG,1,japan_with_rating
Q3139461,大台原,三重縣,山,34.1100000,136.0300000,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Odaigahara%20around%20Daijagura.jpg,1,japan_with_rating
Q34795844,大島,三重縣,島嶼,34.2308333,136.8127778,5,5,1,大島,,0,japan_with_rating
Q11437235,大洞山,三重縣,盾狀火山,34.5344444,136.2186111,4,4,28,大洞山,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Obora%20Tsu.jpg,1,japan_with_rating
Q11437802,大王埼燈塔,三重縣,燈塔,34.2761111,136.8994444,4.1,4.1,1692,大王埼灯台,http://commons.wikimedia.org/wiki/Special:FilePath/Daiosaki%20Lighthouse%202021-02%20ac%20%283%29.jpg,1,japan_with_rating
Q8081823,大筑海岛,三重縣,島嶼,34.5416667,136.9111111,4.5,4.5,2,大築海島,http://commons.wikimedia.org/wiki/Special:FilePath/Ozukumi%20island%20from%20Suga%20Island.jpg,1,japan_with_rating
Q97371578,大黒屋光太夫記念館,三重縣,人物紀念館,34.8596235,136.6145457,4.2,4.2,98,大黒屋光太夫記念館,http://commons.wikimedia.org/wiki/Special:FilePath/Q97371578.jpg,1,japan_with_rating
Q22127261,天狗倉山,三重縣,山,34.0900000,136.2066667,4.6,4.6,43,天狗倉山,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Tengura%20from%20Mount%20Binshi%20%282015-09-19%29.JPG,1,japan_with_rating
Q333875,夫婦岩,三重縣,觀光景點,34.5094444,136.7883333,4.4,4.4,1713,夫婦岩,http://commons.wikimedia.org/wiki/Special:FilePath/Meotoiwa.jpg,1,japan_with_rating
Q96920496,学能堂山,三重縣,山,34.4919444,136.2297222,4.4,4.4,16,学能堂山,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Gakunodo%20seen%20from%20the%20NbW.jpg,1,japan_with_rating
Q11449501,宇治桥,三重縣,步道天桥,34.4587500,136.7231944,4.6,4.6,980,宇治橋,http://commons.wikimedia.org/wiki/Special:FilePath/Uji-bashi%2001.JPG,1,japan_with_rating
Q867904,安乘崎燈塔,三重縣,建築群,34.3651389,136.9085833,4.3,4.3,764,安乗埼灯台,http://commons.wikimedia.org/wiki/Special:FilePath/Anorisaki.toudai.JPG,1,japan_with_rating
Q109594974,安濃城,三重縣,山城,34.7764722,136.4568056,3.4,3.4,13,安濃城跡,http://commons.wikimedia.org/wiki/Special:FilePath/Anoujyou%20zenkei2.jpg,1,japan_with_rating
Q6435390,小築海島,三重縣,島嶼,34.5488889,136.9247222,4.5,4.5,2,小築海島,http://commons.wikimedia.org/wiki/Special:FilePath/Kozukumi%20Island.jpg,1,japan_with_rating
Q11464901,尼岳,三重縣,山,34.5575830,136.2196390,4.1,4.1,25,尼ヶ岳,,0,japan_with_rating
Q11465552,尾鷲市立天文科学館,三重縣,天文博物館,34.0723890,136.1930280,4.1,4.1,27,尾鷲市立天文科学館,http://commons.wikimedia.org/wiki/Special:FilePath/NakamurayamaCastle%E4%BA%8C%E3%81%AE%E4%B8%B8.JPG,1,japan_with_rating
Q11465569,局岳,三重縣,山,34.4605556,136.3269444,4.4,4.4,18,局ヶ岳,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Tsubone%20from%20Mount%20Kuroso.jpg,1,japan_with_rating
Q31511230,岩尾山,三重縣,山,34.8883333,136.1252778,0,0,0,岩尾山 山頂,,0,japan_with_rating
Q49641145,平瀬島,三重縣,島嶼,34.1950000,136.3783333,0,0,0,平瀬島,,0,japan_with_rating
Q97178396,庄野宿資料館,三重縣,博物館,34.8845833,136.5256389,3.9,3.9,72,庄野宿資料館,,0,japan_with_rating
Q49632764,弁天島,三重縣,島嶼,34.1033333,136.2483333,,,0,NOT_FOUND,,0,japan_with_rating
Q6849883,御木本真珠島,三重縣,ミュージアム・コンプレックス,34.4833333,136.8469444,3.9,3.9,175,真珠島,http://commons.wikimedia.org/wiki/Special:FilePath/Mikimoto%20Pearl%20Island%20from%20Toba%20Auqarium.jpg,1,japan_with_rating
Q11489269,御船島,三重縣,河岛,33.7359472,135.9732030,4.1,4.1,10,御船島,http://commons.wikimedia.org/wiki/Special:FilePath/Mifune%20island.jpg,1,japan_with_rating
Q11490924,志摩市歴史民俗資料館,三重縣,民俗博物館,34.3755000,136.7969720,3.9,3.9,54,志摩市歴史民俗資料館,http://commons.wikimedia.org/wiki/Special:FilePath/Shima%20City%20Hall%20Isobe%20Branch.jpg,1,japan_with_rating
Q11490912,志摩海洋世界水族館,三重縣,水族館,34.3108610,136.8194170,3.9,3.9,539,伊勢志摩サミット記念館 サミエール,http://commons.wikimedia.org/wiki/Special:FilePath/Shima%20Marine%20Land%2C%20Renewed%20in%202016.jpg,1,japan_with_rating
Q16669013,志摩西班牙村,三重縣,綜合渡假村,34.3618060,136.8442780,4.2,4.2,8025,志摩スペイン村,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Villa%20Espa%C3%B1ola%20de%20Shima%2C%20Parque%20Espa%C3%B1a%20-%20Plaza%20de%20Mayor.jpg,1,japan_with_rating
Q11492342,恵利原の水穴,三重縣,溶洞,34.4081667,136.8006389,4.4,4.4,955,天の岩戸（恵利原の水穴）,http://commons.wikimedia.org/wiki/Special:FilePath/Amano-iwato%2002.jpg,1,japan_with_rating
Q92451961,愛洲の館,三重縣,地方文化館,34.3554167,136.7021111,3.9,3.9,66,愛洲の館,http://commons.wikimedia.org/wiki/Special:FilePath/Gokasyo%20Aisu-no-Yakata%20ac.jpg,1,japan_with_rating
Q31703313,日出ヶ岳,三重縣,山,34.1850000,136.1088889,4.4,4.4,42,日出ヶ岳,http://commons.wikimedia.org/wiki/Special:FilePath/Odaigahara%20Hiidedake.jpg,1,japan_with_rating
Q24875184,日向島,三重縣,島嶼,34.5060250,136.8373028,4,4,1,日向島,http://commons.wikimedia.org/wiki/Special:FilePath/Hinata%20Island.JPG,1,japan_with_rating
Q11505197,日和山,三重縣,山,34.4850000,136.8402778,3,3,4,日和山,http://commons.wikimedia.org/wiki/Special:FilePath/Mt.%20Hiyori%20in%20Toba%2C%20Toba.jpg,1,japan_with_rating
Q6922333,明神岳,三重縣,山,34.3608333,136.0950000,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Myojindake01.JPG,1,japan_with_rating
Q137774894,朝日町歴史博物館,三重縣,歷史博物館,35.0366220,136.6591050,3.7,3.7,75,朝日町歴史博物館,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%9C%9D%E6%97%A5%E7%94%BA%E6%AD%B4%E5%8F%B2%E5%8D%9A%E7%89%A9%E9%A4%A8.jpg,1,japan_with_rating
Q29168305,朝熊山,三重縣,山,34.4611111,136.7805556,4.2,4.2,52,朝熊山頂展望足湯,http://commons.wikimedia.org/wiki/Special:FilePath/Asama-yama%28Mie%29%2002.JPG,1,japan_with_rating
Q11518262,木場公園,三重縣,城市公園,34.3692500,136.8052778,4.4,4.4,10,木場公園,http://commons.wikimedia.org/wiki/Special:FilePath/Shima-Kiba%20Park01.jpg,1,japan_with_rating
Q11518541,木曽岬町立文化資料館,三重縣,博物館,35.0754750,136.7306390,3.9,3.9,7,木曽岬町立文化資料館,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%9C%A8%E6%9B%BD%E5%B2%AC%E7%94%BA%E7%AB%8B%E6%96%87%E5%8C%96%E8%B3%87%E6%96%99%E9%A4%A8.jpg,1,japan_with_rating
Q49644164,木生島,三重縣,島嶼,34.1441667,136.3169444,,,0,NOT_FOUND,,0,japan_with_rating
Q122658429,本居宣長記念館,三重縣,人物紀念館,34.5751420,136.5254960,4.3,4.3,151,本居宣長記念館,http://commons.wikimedia.org/wiki/Special:FilePath/Motoori%20Norinaga%20Kinenkan.jpg,1,japan_with_rating
Q28686836,村山龍平紀念館,三重縣,博物館,34.4912778,136.6308611,3.7,3.7,116,村山龍平記念館,http://commons.wikimedia.org/wiki/Special:FilePath/Ryohei%20Murayama%20Memorial%20Museum%202021-11%20ac%20%281%29.jpg,1,japan_with_rating
Q97738204,松浦武四郎記念館,三重縣,人物紀念館,34.6425680,136.5090830,4.1,4.1,216,松浦武四郎記念館,,0,japan_with_rating
Q132682299,松阪市文化財センター,三重縣,博物館,34.5781610,136.5201920,4.3,4.3,39,松阪市文化財センター,,0,japan_with_rating
Q28068664,松阪市立歴史民俗資料館,三重縣,地方文化館,34.5766000,136.5258611,4,4,114,松阪市立歴史民俗資料館,http://commons.wikimedia.org/wiki/Special:FilePath/Matsusaka%20City%20Museum%20of%20History%20and%20Folklore%202024-04%20ac%20%281%29.jpg,1,japan_with_rating
Q11537188,桐垣展望台,三重縣,觀景台,34.2873890,136.8375280,4.4,4.4,118,桐垣展望台,http://commons.wikimedia.org/wiki/Special:FilePath/Ago%20Bay%20Sunset.jpg,1,japan_with_rating
Q24874913,桑名市博物館,三重縣,博物館,35.0631861,136.6938139,3.8,3.8,253,桑名市博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Kuwana%20City%20Museum.jpg,1,japan_with_rating
Q107674884,桑名市石取会館,三重縣,银行建筑物,35.0635833,136.6942778,3.7,3.7,60,桑名市石取会館,http://commons.wikimedia.org/wiki/Special:FilePath/Ishidori%20Hall%202022-04%20ac%20%281%29.jpg,1,japan_with_rating
Q6921201,桧塚奥峰,三重縣,山,34.3638889,136.1119444,4.2,4.2,9,桧塚奥峰,http://commons.wikimedia.org/wiki/Special:FilePath/Hinokidukaokumine01.JPG,1,japan_with_rating
Q11542547,橫山展望台,三重縣,觀景台,34.3244170,136.7880280,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Yokoyama%20Viewpoint%20%282019-12-19%29.jpg,1,japan_with_rating
Q124303122,江戸川乱歩館,三重縣,文學館,34.4826667,136.8404444,4.1,4.1,125,江戸川乱歩館,,0,japan_with_rating
Q31702290,池木屋山,三重縣,山,34.3161111,136.1294444,4,4,3,池木屋山,,0,japan_with_rating
Q17221655,波羅蜜多博物館,三重縣,美術館,35.0127820,136.4898250,4.2,4.2,844,パラミタミュージアム,http://commons.wikimedia.org/wiki/Special:FilePath/Paramita%20museum.jpg,1,japan_with_rating
Q11562837,渡鹿野島,三重縣,人類聚居地,34.3627778,136.8741667,3.7,3.7,63,渡鹿野島,http://commons.wikimedia.org/wiki/Special:FilePath/Watakanosima%20watashiba01.JPG,1,japan_with_rating
Q24868589,澄懐堂美術館,三重縣,美術館,34.9653140,136.6180440,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Chokaido%20Museum.JPG,1,japan_with_rating
Q11568938,熊野石蔵美術館,三重縣,美術館,33.9848060,136.0411940,4.5,4.5,2,熊野石蔵美術館,,0,japan_with_rating
Q11579173,登茂山,三重縣,山,34.2876390,136.8412500,4.1,4.1,254,ともやま公園,http://commons.wikimedia.org/wiki/Special:FilePath/Tomoyama%20park%201.jpg,1,japan_with_rating
Q11580079,白猪山,三重縣,山,34.5058890,136.4074440,4,4,9,白猪山,,0,japan_with_rating
Q11581025,皇學館大學佐川記念神道博物館,三重縣,宗教博物馆,34.4841720,136.7259080,4.8,4.8,18,佐川記念神道博物館,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Museum%20of%20Shinto%20and%20Japanese%20Culture%2C%20Kogakkan%20University%20in%202011.jpg,1,japan_with_rating
Q11583965,矢取島,三重縣,島嶼,34.2911389,136.7653056,4,4,3,矢取島,http://commons.wikimedia.org/wiki/Special:FilePath/Cape%20Goza%20and%20Yadori%20Island.JPG,1,japan_with_rating
Q106211284,石水博物館,三重縣,博物館,34.6979350,136.5047260,4.3,4.3,140,石水博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Sekisui%20museum.JPG,1,japan_with_rating
Q11589488,神宮徵古館,三重縣,歷史博物館,34.4855560,136.7244440,4.3,4.3,376,神宮徴古館,http://commons.wikimedia.org/wiki/Special:FilePath/Jingu-Chokokan%2002.JPG,1,japan_with_rating
Q137775892,神宮美術館,三重縣,美術館,34.4866810,136.7235100,4.1,4.1,125,神宮美術館,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%BC%8F%E5%B9%B4%E9%81%B7%E5%AE%AE%E8%A8%98%E5%BF%B5%E7%A5%9E%E5%AE%AE%E7%BE%8E%E8%A1%93%E9%A4%A8.jpg,1,japan_with_rating
Q17987802,神山,三重縣,山,34.5250000,136.5650000,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Matsusaka%20Mt.%20Koyama%20ac%20%281%29.jpg,1,japan_with_rating
Q2018422,神岛,三重縣,島嶼,34.5333333,136.9833333,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Kami-island.JPG,1,japan_with_rating
Q11589606,神島灯台,三重縣,燈塔,34.5486107,136.9863892,4.2,4.2,21,神島灯台,http://commons.wikimedia.org/wiki/Special:FilePath/Kamishima%20Lighthouse%20s2.JPG,1,japan_with_rating
Q27887908,筆捨山,三重縣,山,34.8736111,136.3688889,4,4,5,筆捨山,,0,japan_with_rating
Q122841571,筋向橋,三重縣,橋,34.4923889,136.6961111,4.8,4.8,5,筋向橋,http://commons.wikimedia.org/wiki/Special:FilePath/Sujikai%20Bridge%20in%20Ise.jpg,1,japan_with_rating
Q7862729,答志島,三重縣,島嶼,34.5203000,136.8780000,4.4,4.4,55,答志島,http://commons.wikimedia.org/wiki/Special:FilePath/T%C5%8Dshijima.jpg,1,japan_with_rating
Q49648490,米島,三重縣,島嶼,34.1925000,136.4025000,0,0,0,米島,,0,japan_with_rating
Q107539259,経ヶ峰,三重縣,山,34.7663889,136.3744444,4.4,4.4,54,経が峰,http://commons.wikimedia.org/wiki/Special:FilePath/Mt.%20Kyogamine%202021-07%20ac%20%281%29.jpg,1,japan_with_rating
