source_id,name,prefecture,category,lat,lng,image_url
Q11440161,大阪大學綜合學術博物館,大阪府,大學博物館,34.8064440,135.4538330,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20Osaka%20University.JPG
Q899319,速食麵發明紀念館,大阪府,食物博物館,34.8180380,135.4266750,http://commons.wikimedia.org/wiki/Special:FilePath/240810%20Cupnoodles%20Museum%20Osaka%20Ikeda%20Ikeda%20Osaka%20pref%20Japan01s3.jpg
Q11249107,三得利博物館,大阪府,美術館,34.6538000,135.4300000,http://commons.wikimedia.org/wiki/Special:FilePath/DSC%200301%20Suntory%20Museum.jpg
Q30934192,レゴランド・ディスカバリー・センター大阪,大阪府,乐高探索中心,34.6558056,135.4301667,
Q11259901,いのちの塔,大阪府,觀光塔,34.7101944,135.5749167,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Life.JPG
Q751156,HEP,大阪府,複合商業設施,34.7040028,135.5004466,http://commons.wikimedia.org/wiki/Special:FilePath/TOHO%20CINEMAS%20Umeda%20in%20201409.JPG
Q11381066,伏見ビル,大阪府,建成遗产,34.6889722,135.5056944,http://commons.wikimedia.org/wiki/Special:FilePath/Hushimi-bld.jpg
Q548263,天保山大摩天輪,大阪府,摩天輪,34.6562000,135.4310000,http://commons.wikimedia.org/wiki/Special:FilePath/Tempozan%20giant%20wheel02s2048.jpg
Q11440386,大阪市立博物館,大阪府,市立博物館,34.6858610,135.5265280,http://commons.wikimedia.org/wiki/Special:FilePath/HeadQuarter4thDiv-Osaka.jpg
Q875709,大阪市立科學館,大阪府,天象儀,34.6912400,135.4915200,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20science%20museum01s3200.jpg
Q11441568,大阪科学技術館,大阪府,科學博物館,34.6864720,135.4963060,http://commons.wikimedia.org/wiki/Special:FilePath/OSTEC%20Exhibition%20Hall%20Osaka%20Japan01-r.jpg
Q21654285,東大阪市立郷土博物館,大阪府,地方文化館,34.6608611,135.6508611,http://commons.wikimedia.org/wiki/Special:FilePath/Higashi-osaka%20City%20Hometown%20Museum01.JPG
Q133272800,八尾市立しおんじやま古墳学習館,大阪府,考古博物館,34.6397020,135.6396440,
Q3275446,太陽之塔,大阪府,塔式建築,34.8096000,135.5320000,
Q117794301,江崎記念館,大阪府,公司博物館,34.7182778,135.4612500,http://commons.wikimedia.org/wiki/Special:FilePath/Ezaki%20memorial%20hall.jpg
Q11257046,あくあぴあ芥川,大阪府,水族館,34.8641110,135.5921110,http://commons.wikimedia.org/wiki/Special:FilePath/Aquapia%20Akutagawa01s3s4500.jpg
Q1384663,萬博樂園,大阪府,主題樂園,34.8055556,135.5350000,http://commons.wikimedia.org/wiki/Special:FilePath/Expoland%20Ferris%20wheel%20wide%20shot.jpg
Q9004920,大阪市立美术馆,大阪府,美術館,34.6501110,135.5105280,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20municipal%20museum%20of%20art01s3200.jpg
Q127503070,大阪大学中之島芸術センター,大阪府,大學博物館,34.6927340,135.4904340,
Q917073,ダイダラザウルス,大阪府,スチール・ローラー・コースター,34.8043840,135.5358610,
Q11405552,千早赤阪村立郷土資料館,大阪府,地方文化館,34.4635480,135.6253890,http://commons.wikimedia.org/wiki/Special:FilePath/Chihaya-akasaka-v%20material%20pavilion.jpg
Q59536065,あべのハルカス美術館,大阪府,美術館,34.6457980,135.5140700,http://commons.wikimedia.org/wiki/Special:FilePath/Abeno%20Harukas%20Osaka%20Japan01-r.jpg
Q6875079,岬公園,大阪府,主題樂園,34.3280417,135.1611611,
Q1448918,堺市博物馆,大阪府,市立博物館,34.5588611,135.4842500,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%A0%BA%E5%B8%82%E5%8D%9A%E7%89%A9%E9%A4%A8%20%2848814571636%29.jpg
Q11416534,吹田市立博物館,大阪府,市立博物館,34.7833610,135.5283890,http://commons.wikimedia.org/wiki/Special:FilePath/SuitaCityMuseum.JPG
Q302897,枚方公園,大阪府,動物園,34.8057778,135.6381306,http://commons.wikimedia.org/wiki/Special:FilePath/Hirakata%20Park.jpg
Q108585581,石切温泉,大阪府,温泉镇,34.6803800,135.6537490,
Q11441052,堺市立ビッグバン,大阪府,科學博物館,34.4948610,135.5137220,http://commons.wikimedia.org/wiki/Special:FilePath/Big-Bang-of-Osaka-Pref002.JPG
Q1666643,大阪府立国際児童文学館,大阪府,文學館,34.8108060,135.5350560,http://commons.wikimedia.org/wiki/Special:FilePath/International%20Institute%20for%20Childrens%20Literature%20Osaka.jpg
Q11656208,関西サイクルスポーツセンター,大阪府,主題樂園,34.4131670,135.5298060,http://commons.wikimedia.org/wiki/Special:FilePath/Kansai%20cycle%20sports%20center.JPG
Q11574916,生駒山上遊樂場,大阪府,主題樂園,34.6795560,135.6788610,http://commons.wikimedia.org/wiki/Special:FilePath/Ikoma%20Hikoutou01.jpg
Q11441080,大阪府立彌生文化博物館,大阪府,都道府县立博物馆,34.4992220,135.4271670,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Prefectural%20Museum%20of%20Yayoi%20Culture01s3200.jpg
Q86744876,はりきゅうミュージアム,大阪府,私人博物館,34.6786111,135.5401389,
Q61941295,今城塚古墳公園,大阪府,考古学公園,34.8445000,135.5786000,http://commons.wikimedia.org/wiki/Special:FilePath/Imashirozuka-kofun%20haniwa-1.JPG
Q1191885,海遊館,大阪府,水族館,34.6544722,135.4288889,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Kaiyukan01s3872.jpg
Q1055037,國立國際美術館,大阪府,美術館,34.6917860,135.4920240,http://commons.wikimedia.org/wiki/Special:FilePath/NMAO01s3200.jpg
Q50375431,大阪中之島美術館,大阪府,美術館,34.6923889,135.4914722,http://commons.wikimedia.org/wiki/Special:FilePath/Nakanoshima%20Museum%20of%20Art%20Osaka.jpg
Q11670799,高槻市立歴史民俗資料館,大阪府,历史房屋博物馆,34.8425340,135.6225730,http://commons.wikimedia.org/wiki/Special:FilePath/Takatsuki-archives-museum%200.jpg
Q4557237,大阪府立近飛鳥博物館,大阪府,都道府县立博物馆,34.5030556,135.6436111,http://commons.wikimedia.org/wiki/Special:FilePath/Chikatsu%20asuka%20museum01s3592.jpg
Q137773156,商船三井ミュージアム「ふねしる」,大阪府,海事博物館,34.6378510,135.4117080,
Q11289722,エキスポタワー,大阪府,觀光塔,34.8025420,135.5330500,http://commons.wikimedia.org/wiki/Special:FilePath/EXPO%20TOWER.JPG
Q867148,大阪市立海洋博物館,大阪府,海事博物館,34.6400472,135.4045722,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20maritime%20museum01s3200.jpg
Q104125924,马力欧赛车：酷霸王的挑战,大阪府,機動遊戲,34.6679417,135.4305455,http://commons.wikimedia.org/wiki/Special:FilePath/Mario%20Kart%20Koopa%27s%20Challenge%20%28Universal%20Studios%20Japan%29%201.jpg
Q11417787,和泉市久保惣紀念美術館,大阪府,美術館,34.4450560,135.4533890,http://commons.wikimedia.org/wiki/Special:FilePath/Izumi-Kubosou001NEW.JPG
Q28683749,REDHORSE OSAKA WHEEL,大阪府,摩天輪,34.8062500,135.5347500,http://commons.wikimedia.org/wiki/Special:FilePath/OSAKA%20WHEEL%201.jpg
Q25110043,ザ・フライング・ダイナソー,大阪府,スチール・ローラー・コースター,34.6634000,135.4305000,http://commons.wikimedia.org/wiki/Special:FilePath/Flyingdinosaur.png
Q11463585,小西家住宅,大阪府,历史房屋博物馆,34.6886940,135.5068890,http://commons.wikimedia.org/wiki/Special:FilePath/Konishi%20Gisuke%20Shoten.jpg
Q1375103,日本環球影城,大阪府,主題公園,34.6647000,135.4330000,http://commons.wikimedia.org/wiki/Special:FilePath/Harry%20Potter%20and%20the%20Forbidden%20Journey%20USJ.JPG
Q11617860,茨木市立吉利支丹遺物史料館,大阪府,歷史博物館,34.8888610,135.5343890,http://commons.wikimedia.org/wiki/Special:FilePath/KIRISHITAN-SHIRYOKAN.JPG
Q133288994,観心寺霊宝館,大阪府,宝物館,34.4376220,135.5979490,http://commons.wikimedia.org/wiki/Special:FilePath/Kanshinji%20Reihokan.jpg
Q147157,國立民族學博物館 (日本）,大阪府,國立博物館,34.8128611,135.5296833,http://commons.wikimedia.org/wiki/Special:FilePath/National%20museum%20of%20ethnology%20Japan.jpg
Q112113546,妙国寺のソテツ,大阪府,巨樹,34.5810280,135.4813890,
Q11603178,箕面公園昆虫館,大阪府,昆虫館,34.8410280,135.4715280,http://commons.wikimedia.org/wiki/Special:FilePath/Minoh-kontyukan.jpg
Q133261062,堺市立みはら歴史博物館,大阪府,歷史博物館,34.5479320,135.5599310,
Q96338884,大阪城天守閣,大阪府,天守,34.6872869,135.5258696,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Castle%20Nishinomaru%20Garden%20April%202005.JPG
Q11553490,河内長野市立滝畑ふるさと文化財の森センター,大阪府,民俗博物館,34.3875833,135.5263889,http://commons.wikimedia.org/wiki/Special:FilePath/Takihata%20furusato%20bunkazainomori%20center.jpg
Q11508426,日本民家集落博物館,大阪府,民家園,34.7791670,135.4881940,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Japanese%20Farm%20House%20Museum%20Miyazaki.JPG
Q11670762,高槻市立しろあと歴史館,大阪府,歷史博物館,34.8447090,135.6228870,http://commons.wikimedia.org/wiki/Special:FilePath/Takatsuki-siroato-museum.jpg
Q11440034,大阪企業家ミュージアム,大阪府,人物紀念館,34.6838889,135.5092500,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Entrepreneurial%20museum%20of%20Challenge%20and%20Innovation.JPG
Q11613133,自行車博物館,大阪府,自転車博物館,34.5789722,135.4846111,http://commons.wikimedia.org/wiki/Special:FilePath/Shimano%20Bicycle%20Museum%20001.jpg
Q11456089,富士正晴記念館,大阪府,人物紀念館,34.8270833,135.5657222,http://commons.wikimedia.org/wiki/Special:FilePath/Fuji-masaharu-museum%2001.jpg
Q11376793,高槻市立今城塚古代歴史館,大阪府,博物館,34.8524350,135.5960140,http://commons.wikimedia.org/wiki/Special:FilePath/Imasirotuka-museum%2001.jpg
Q11440555,大阪市立東洋陶瓷美術館,大阪府,陶瓷博物館,34.6934444,135.5054722,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Museum%20of%20Oriental%20Ceramics%2C%20Osaka%2020250831.jpg
Q11329151,松下博物馆：松下幸之助历史館,大阪府,歷史博物館,34.7381111,135.5727222,http://commons.wikimedia.org/wiki/Special:FilePath/PanasonicKonosukeMatsushitaMuseum.png
Q114174315,太子町立竹内街道歴史資料館,大阪府,歷史博物館,34.5170556,135.6568333,http://commons.wikimedia.org/wiki/Special:FilePath/%E7%AB%B9%E5%86%85%E8%A1%97%E9%81%93%E6%AD%B4%E5%8F%B2%E8%B3%87%E6%96%99%E9%A4%A8.jpg
Q11670779,高槻市立埋蔵文化財調査センター,大阪府,埋藏文化財中心,34.8623700,135.5882460,http://commons.wikimedia.org/wiki/Special:FilePath/150118Archaeological%20Research%20Center%20of%20Takatsuki%20City%20Osaka%20pref%20Japan01n.jpg
Q6888914,交通科學博物館,大阪府,鐵路博物館,34.6707000,135.4619000,http://commons.wikimedia.org/wiki/Special:FilePath/Modern-Transportaion-Museum.jpg
Q104721234,四天王寺宝物館,大阪府,宝物館,34.6541810,135.5173450,http://commons.wikimedia.org/wiki/Special:FilePath/Shitennoji12.jpg
Q17214457,くすりの道修町資料館,大阪府,歷史博物館,34.6886361,135.5059972,http://commons.wikimedia.org/wiki/Special:FilePath/Sukunahikona-jinja2.jpg
Q11261312,大阪歷史博物館,大阪府,歷史博物館,34.6827220,135.5208060,http://commons.wikimedia.org/wiki/Special:FilePath/140923%20Osaka%20Museum%20of%20History%20Osaka%20Japan02s3.jpg
Q117686603,柏原市立歴史資料館,大阪府,歷史博物館,34.5733650,135.6389680,http://commons.wikimedia.org/wiki/Special:FilePath/Kshiwara%20shiritsu%20rekishi%20siryokan.jpg
Q17239440,大阪府立近つ飛鳥風土記の丘,大阪府,風土記之丘,34.5031110,135.6437780,http://commons.wikimedia.org/wiki/Special:FilePath/%E8%BF%91%E3%81%A4%E9%A3%9B%E9%B3%A5%E9%A2%A8%E5%9C%9F%E8%A8%98%E3%81%AE%E4%B8%98%20%E7%B7%91%E3%81%AE%E5%BA%83%E5%A0%B4%202013.3.30%20-%20panoramio.jpg
Q17230753,歴史館いずみさの,大阪府,歷史博物館,34.4046890,135.3278390,http://commons.wikimedia.org/wiki/Special:FilePath/Izumisano%20History%20Museum.JPG
Q11508057,日本工芸館,大阪府,博物館,34.6611500,135.4986361,http://commons.wikimedia.org/wiki/Special:FilePath/Japan%20folk%20art%20museum.jpg
Q1451498,生命誌研究館,大阪府,研究機構,34.8534660,135.6110860,http://commons.wikimedia.org/wiki/Special:FilePath/Biohistory-Museums.jpg
Q11439926,大阪生活今昔館,大阪府,博物館,34.7103060,135.5116940,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Museum%20of%20Housing%20and%20Living%20in%202013.jpg
Q11271546,造幣博物館,大阪府,貨幣博物館,34.6959170,135.5216670,http://commons.wikimedia.org/wiki/Special:FilePath/Mint%20Museum%20Osaka%20Japan01s5.jpg
Q11502154,新幹線公園,大阪府,公園,34.7752778,135.5670278,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%96%B0%E5%B9%B9%E7%B7%9A%E5%85%AC%E5%9C%92.JPG
Q24866421,EXPO'70展館,大阪府,博物館,34.8092780,135.5357500,http://commons.wikimedia.org/wiki/Special:FilePath/131116%20Expo%20Commemoration%20Park%20Suita%20Osaka%20pref%20Japan46s3.jpg
Q6541903,大阪人権博物館,大阪府,博物館,34.6544444,135.4866667,http://commons.wikimedia.org/wiki/Special:FilePath/Liberty%20Osaka%20Human%20Rights%20Museum.jpg
Q11576543,田尻歴史館,大阪府,博物館,34.3943610,135.2880280,http://commons.wikimedia.org/wiki/Special:FilePath/Tajiri%20historic%20house01s3200.jpg
Q11463731,小谷城郷土館,大阪府,博物館,34.4932220,135.4983890,http://commons.wikimedia.org/wiki/Special:FilePath/Kotanijyo%20kyodokan.jpg
Q21653416,大東市立歴史民俗資料館,大阪府,博物館,34.7167800,135.6419000,
Q11441131,大阪府立狹山池博物館,大阪府,博物館,34.5074170,135.5518610,http://commons.wikimedia.org/wiki/Special:FilePath/Sayamaike-Museum01.JPG
Q11440995,大阪府立上方演藝資料館,大阪府,博物館,34.6646110,135.5030560,http://commons.wikimedia.org/wiki/Special:FilePath/Wahha.jpg
Q11441681,大阪音楽大学音楽博物館,大阪府,博物館,34.7564170,135.4630830,
Q11428089,堺HAMONOミュージアム,大阪府,博物館,34.5828330,135.4773890,http://commons.wikimedia.org/wiki/Special:FilePath/Sakai%20HAMONO%20Museum.jpg
Q82736373,落語みゅーじあむ,大阪府,博物館,34.8258611,135.4251111,http://commons.wikimedia.org/wiki/Special:FilePath/Rakugo%20museum%20%28Ikeda%2C%20Osaka%29.jpg
Q11440634,大阪市立環境学習センター,大阪府,博物館,34.7121110,135.5785830,http://commons.wikimedia.org/wiki/Special:FilePath/Ikiiki%20chikyukan1.jpg
Q11440165,大阪大谷大学博物館,大阪府,博物館,34.4812500,135.5804440,
Q25051731,奈良市埋蔵文化財調査センター,奈良縣,埋藏文化財中心,34.6702620,135.8035390,
Q11534403,柳沢文庫,奈良縣,專門圖書館,34.6509440,135.7803610,http://commons.wikimedia.org/wiki/Special:FilePath/Yanagisawa%20bunko01s2048.jpg
Q123144581,春日大社国宝殿,奈良縣,宝物館,34.6814700,135.8465600,http://commons.wikimedia.org/wiki/Special:FilePath/Kasuga-taisha%20Kokuh%C5%8D-den.jpg
Q123145206,なら工藝館,奈良縣,工藝博物館,34.6787100,135.8282800,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%B7%A5%E8%97%9D%E9%A4%A8%E3%81%AE%E5%A4%96%E8%A6%B3IMG%201641.jpg
Q123148254,法隆寺大宝蔵院,奈良縣,宝物館,34.6150848,135.7354395,http://commons.wikimedia.org/wiki/Special:FilePath/Horyu-ji28s3200.jpg
Q132298022,国営飛鳥歴史公園館,奈良縣,遊客中心,34.4654190,135.8036070,
Q123553180,平城宮跡資料館,奈良縣,博物館,34.6922910,135.7897190,http://commons.wikimedia.org/wiki/Special:FilePath/Nara%20Palace%20Site%20Museum.jpg
Q11544564,橿原市昆蟲館,奈良縣,昆虫館,34.4913890,135.8269440,http://commons.wikimedia.org/wiki/Special:FilePath/Kashihara-City%20Insectarium.JPG
Q104721839,西大寺聚宝館,奈良縣,宝物館,34.6937970,135.7799090,
Q11388956,入江泰吉記念奈良市寫真美術館,奈良縣,攝影博物館,34.6755830,135.8454170,http://commons.wikimedia.org/wiki/Special:FilePath/Irie%20Taikichi%20Memorial%20Museum.jpg
Q4811853,飛鳥資料館,奈良縣,附属機関,34.4845040,135.8249620,http://commons.wikimedia.org/wiki/Special:FilePath/Nabunken-asuka.jpg
Q104721805,水平社博物館,奈良縣,博物館,34.4603840,135.7612200,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%B0%B4%E5%B9%B3%E7%A4%BE%E5%8D%9A%E7%89%A9%E9%A4%A8%202012.6.14%20-%20panoramio.jpg
Q3788874,富本憲吉紀念館,奈良縣,美術館,34.6041000,135.7570000,http://commons.wikimedia.org/wiki/Special:FilePath/Kenkichi%20Tomimoto%20Memorial%20Hall03s3200.jpg
Q123147199,歴史に憩う橿原市博物館,奈良縣,市立博物館,34.4795400,135.7716120,http://commons.wikimedia.org/wiki/Special:FilePath/Kashihara%20city%20museum.jpg
Q104721810,十津川村歴史民俗資料館,奈良縣,地方文化館,33.9886930,135.7931180,
Q104721843,奈良大学博物館,奈良縣,大學博物館,34.7151020,135.7811270,
Q123150030,高松塚古墳壁画館,奈良縣,考古博物館,34.4621400,135.8063300,http://commons.wikimedia.org/wiki/Special:FilePath/Takamatsuzuka%20Hekigagan.jpg
Q22952132,唐古・鍵考古学ミュージアム,奈良縣,考古博物館,34.5573637,135.8023821,
Q110392976,古都奈良かんざし美術館,奈良縣,博物館,34.6841620,135.8243120,
Q104721841,香芝市二上山博物館,奈良縣,博物館,34.5425630,135.6991780,
Q132234293,犬養万葉記念館,奈良縣,纪念博物馆,34.4704840,135.8225710,http://commons.wikimedia.org/wiki/Special:FilePath/%E7%8A%AC%E9%A4%8A%E4%B8%87%E8%91%89%E8%A8%98%E5%BF%B5%E9%A4%A8%2001.jpg
Q11445231,奈良縣立美術館,奈良縣,美術館,34.6858610,135.8325830,http://commons.wikimedia.org/wiki/Special:FilePath/Nara%20Prefectural%20Museum%20of%20Art%20201409.jpg
Q11445177,奈良縣立萬葉文化館,奈良縣,美術館,34.4772222,135.8222222,http://commons.wikimedia.org/wiki/Special:FilePath/Man%27y%C5%8D-%20Museum%20Entrance.jpg
Q70718713,橿原市立こども科学館,奈良縣,兒童博物館,34.5004860,135.7963860,http://commons.wikimedia.org/wiki/Special:FilePath/Kashihara%20childHallofScience.jpg
Q147312,奈良国立博物馆,奈良縣,國立博物館,34.6837000,135.8364000,http://commons.wikimedia.org/wiki/Special:FilePath/140927%20Nara%20National%20Museum%20Nara%20Japan03bs5.jpg
Q11445098,奈良市美術館,奈良縣,美術館,34.6851667,135.8021667,http://commons.wikimedia.org/wiki/Special:FilePath/Nara%20City%20Museum%202020%2C9.jpg
Q11529256,松伯美術館,奈良縣,美術館,34.7100170,135.7471780,http://commons.wikimedia.org/wiki/Special:FilePath/Yang%20Guifei%20by%20Uemura%20Shoen%20%28Shohaku%20Art%20Museum%29.jpg
Q97613662,市立五條文化博物館,奈良縣,文化博物館,34.3796944,135.6850556,
Q11511073,旧柳生藩家老屋敷,奈良縣,武家地,34.7324440,135.9502220,http://commons.wikimedia.org/wiki/Special:FilePath/Kyu-Yagyuhan%20karoyashiki06n3200.jpg
Q11617979,茶房長谷路,奈良縣,餐館,34.5312778,135.9063056,http://commons.wikimedia.org/wiki/Special:FilePath/Haseji%20Sakurai%20Nara%20pref%20Japan01s3.jpg
Q17228378,天理市立黑塚古墳展示館,奈良縣,考古博物館,34.5600830,135.8440280,http://commons.wikimedia.org/wiki/Special:FilePath/Kuroduka%20kofun%20museum01s3200.jpg
Q24807771,奈良市史料保存館,奈良縣,歷史博物館,34.6777640,135.8292240,http://commons.wikimedia.org/wiki/Special:FilePath/Nara%20City%20Museum%20for%20Historical%20Resources.JPG
Q123146797,箱本館 ｢紺屋｣,奈良縣,博物館,34.6477300,135.7852000,http://commons.wikimedia.org/wiki/Special:FilePath/Hakomotokan%20konya01s1600.jpg
Q122658838,奈良町からくりおもちゃ館,奈良縣,地方文化館,34.6772850,135.8281170,http://commons.wikimedia.org/wiki/Special:FilePath/Naramachi%20Karakuri%20Omocha-kan%2001.jpg
Q3329639,大和文華館,奈良縣,美術館,34.6952778,135.7566667,http://commons.wikimedia.org/wiki/Special:FilePath/Yamato%20Bunkakan01s4592.jpg
Q133268573,當麻寺奥院宝物館,奈良縣,宝物館,34.5162960,135.6938900,http://commons.wikimedia.org/wiki/Special:FilePath/Taimadera%20Okunoin%20homotuden.jpg
Q11620899,葛城市相撲館,奈良縣,博物館,34.5155560,135.7033330,http://commons.wikimedia.org/wiki/Special:FilePath/Katsuragishi%20sumokan.jpg
Q132233932,明日香村埋蔵文化財展示室,奈良縣,埋藏文化財中心,34.4812620,135.8180030,http://commons.wikimedia.org/wiki/Special:FilePath/ASUKA%20Village%20Cultural%20Assete%20Depository%20201611.jpg
Q132299258,藤原宮跡資料室,奈良縣,博物館,34.4979320,135.8148890,
Q104721812,東洋民俗博物館,奈良縣,民俗博物館,34.6996890,135.7573120,
Q123554850,平城宮いざない館,奈良縣,遊客中心,34.6859290,135.7950990,
Q136745798,奈良トヨタ・まほろばミュージアム,奈良縣,公司博物館,34.6681610,135.7996470,http://commons.wikimedia.org/wiki/Special:FilePath/NARA%20TOYOTA%20MAHOROBA%20MUSEUM.jpg
Q112961122,奈良県立橿原考古学研究所附属博物館,奈良縣,考古博物館,34.4922257,135.7913271,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Museum%2CArchaeological%20Institute%20of%20Kashihara%2CNara%20Prefecture.jpg
Q11445220,奈良縣立民俗博物館,奈良縣,都道府县立博物馆,34.6528890,135.7542220,http://commons.wikimedia.org/wiki/Special:FilePath/150912%20Nara%20Prefectural%20Folk%20Museum%20Yamatokoriyama%20Nara%20pref%20Japan01s3.jpg
Q123147258,喜多美術館,奈良縣,现代美术馆,34.5246100,135.8537720,
Q123246926,唐招提寺新宝蔵,奈良縣,宝物館,34.6758360,135.7863010,http://commons.wikimedia.org/wiki/Special:FilePath/Toshodaiji%20Nara%20Nara%20pref34n4592.jpg
Q11457608,寧樂美術館,奈良縣,美術館,34.6860000,135.8371390,http://commons.wikimedia.org/wiki/Special:FilePath/Isuien%20Nara18nt3200.jpg
Q17229261,天理參考館,奈良縣,大學博物館,34.5975280,135.8427780,http://commons.wikimedia.org/wiki/Special:FilePath/Tenri%20sanko-kan01s3200.jpg
Q11445139,奈良町資料館,奈良縣,历史房屋博物馆,34.6768890,135.8300280,http://commons.wikimedia.org/wiki/Special:FilePath/Naramachi-shiryokan%20Nara02n3200.jpg
Q123145033,興福寺国宝館,奈良縣,宝物館,34.6835330,135.8325500,http://commons.wikimedia.org/wiki/Special:FilePath/Kofukuji%20kokuhokan.jpg
Q123148109,大亀和尚民芸館,奈良縣,民俗博物館,34.4804580,135.9233320,
Q132643686,奈良おもちゃ美術館,奈良縣,玩具博物館,34.5954490,135.6804570,
Q109538610,生駒ふるさとミュージアム,奈良縣,博物館,34.6905556,135.7043889,http://commons.wikimedia.org/wiki/Special:FilePath/Ikoma%20Furusato%20Museum%202021-11%20ac%20%281%29.jpg
Q11481054,帝塚山大学附属博物館,奈良縣,大學博物館,34.6861000,135.7239080,
Q11620897,葛城市历史博物馆,奈良縣,博物館,34.4772220,135.7309720,http://commons.wikimedia.org/wiki/Special:FilePath/Katsuragishi%20rekishi%20hakubutsukan.jpg
Q11367709,中野美術館,奈良縣,美術館,34.6942780,135.7559440,http://commons.wikimedia.org/wiki/Special:FilePath/Nakano%20museum01bs3200.jpg
Q11450499,安堵町歴史民俗資料館,奈良縣,博物館,34.6048660,135.7583020,
Q11526186,東北大学総合学術博物館,宮城縣,大學博物館,38.2579167,140.8373333,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Tohoku%20University%20Museum.jpg
Q133043187,石巻市博物館,宮城縣,市立博物館,38.4589030,141.3058030,
Q61058067,伝統芸能伝承館森舞台,宮城縣,剧院博物馆,38.6594444,141.2802778,http://commons.wikimedia.org/wiki/Special:FilePath/Moributai%2CTome.jpg
Q21652440,石巻市立門脇小学校,宮城縣,海嘯博物館,38.4215280,141.3051940,http://commons.wikimedia.org/wiki/Special:FilePath/Kadonowaki%20Elementary%20School.jpg
Q11304896,サトル・サトウ・アート・ミュージアム,宮城縣,美術館,38.7190833,141.2435000,http://commons.wikimedia.org/wiki/Special:FilePath/Satoru%20museum-1-.jpg
Q105944997,気仙沼市東日本大震災遺構・伝承館,宮城縣,旧学校施設,38.8312500,141.5909722,http://commons.wikimedia.org/wiki/Special:FilePath/Ruins%20of%20the%20Great%20East%20Japan%20Earthquake%20Kesennuma%20City%20Memorial%20Museum.jpg
Q11624739,藤田喬平ガラス美術館,宮城縣,美術館,38.3759444,141.0717500,
Q59760131,武山米店炊飯博物館,宮城縣,公司博物館,38.9069444,141.5727778,http://commons.wikimedia.org/wiki/Special:FilePath/Takeyama%20Rice%20Museum.jpg
Q132911456,栗原市一迫埋蔵文化財センター,宮城縣,埋藏文化財中心,38.7420560,140.9471080,
Q22119783,中本誠司現代美術館,宮城縣,历史房屋博物馆,38.2947220,140.8630560,http://commons.wikimedia.org/wiki/Special:FilePath/Seishinakamotomuseum.jpg
Q87746275,仙台市歴史民俗資料館,宮城縣,历史建筑,38.2609167,140.8983056,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B5%D0%BD%D0%B4%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BC%D1%83%D0%B7%D0%B5%D0%B9%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8%20%D0%B8%20%D0%B1%D1%8B%D1%82%D0%B0%201.jpg
Q59159655,警察資料館,宮城縣,警察博物館,38.6513889,141.2812778,http://commons.wikimedia.org/wiki/Special:FilePath/Police%20museum%20toyoma.jpg
Q11505556,日本こけし館,宮城縣,人形博物館,38.7361111,140.6975000,http://commons.wikimedia.org/wiki/Special:FilePath/Japan%20Kokeshi%20Museum.jpg
Q124655131,仙臺緑彩館,宮城縣,遊客中心,38.2571010,140.8587930,http://commons.wikimedia.org/wiki/Special:FilePath/Sendai%20Ryokusaikan%2020230806a.jpg
Q11621865,蔵の郷土館齋理屋敷,宮城縣,地方文化館,37.9133330,140.7619440,http://commons.wikimedia.org/wiki/Special:FilePath/Sairi%20Residence.jpg
Q60988262,南三陸町民俗資料館,宮城縣,旧学校施設,38.7191667,141.5229167,http://commons.wikimedia.org/wiki/Special:FilePath/Minamisanriku%20minzoku%20Museum.jpg
Q4416112,仙台天文台,宮城縣,社会教育施設,38.2582389,140.7549667,http://commons.wikimedia.org/wiki/Special:FilePath/Sendaishi%20Tenmondai%202008-07-01a.jpg
Q108603935,追分溫泉,宮城縣,温泉镇,38.5814770,141.3681890,
Q21652335,アクアテラス錦ケ丘,宮城縣,水族館,38.2571111,140.7650556,
Q20043654,風の沢ミュージアム,宮城縣,古民家,38.7810556,140.9570556,
